,first,second,third
169111,1,2,3
169112,3,1,2
169113,1,2,3
169114,1,2,3
169115,2,3,1
169116,2,1,3
169117,3,2,1
169118,1,2,3
169119,1,3,2
169120,2,3,1
169121,2,1,3
169122,3,1,2
169123,3,1,2
169124,3,2,1
169125,3,1,2
169126,1,3,2
169127,2,1,3
169128,3,2,1
169129,3,1,2
169130,2,1,3
169131,3,1,2
169132,3,1,2
169133,1,3,2
169134,3,2,1
169135,3,1,2
169136,2,1,3
169137,1,2,3
169138,2,3,1
169139,1,2,3
169140,3,2,1
169141,1,3,2
169142,2,3,1
169143,3,1,2
169144,2,1,3
169145,3,1,2
169146,2,1,3
169147,3,1,2
169148,3,1,2
169149,3,2,1
169150,3,2,1
169151,2,3,1
169152,2,1,3
169153,2,1,3
169154,2,1,3
169155,3,2,1
169156,2,3,1
169157,3,1,2
169158,3,1,2
169159,2,1,3
169160,2,3,1
169161,3,2,1
169162,1,3,2
169163,1,2,3
169164,2,1,3
169165,2,1,3
169166,1,2,3
169167,2,3,1
169168,3,1,2
169169,2,3,1
169170,1,2,3
169171,1,2,3
169172,1,2,3
169173,1,2,3
169174,2,1,3
169175,1,2,3
169176,2,1,3
169177,2,3,1
169178,1,2,3
169179,1,2,3
169180,1,3,2
169181,2,3,1
169182,1,3,2
169183,2,1,3
169184,3,2,1
169185,3,1,2
169186,2,1,3
169187,1,3,2
169188,2,3,1
169189,3,2,1
169190,3,1,2
169191,3,1,2
169192,2,3,1
169193,2,3,1
169194,1,3,2
169195,2,1,3
169196,3,1,2
169197,1,3,2
169198,2,1,3
169199,2,1,3
169200,1,2,3
169201,1,3,2
169202,2,3,1
169203,3,1,2
169204,2,3,1
169205,1,3,2
169206,1,3,2
169207,2,3,1
169208,2,3,1
169209,3,2,1
169210,1,2,3
169211,3,1,2
169212,1,2,3
169213,2,3,1
169214,1,3,2
169215,2,3,1
169216,2,3,1
169217,2,3,1
169218,1,2,3
169219,3,1,2
169220,1,3,2
169221,2,1,3
169222,2,3,1
169223,1,2,3
169224,1,3,2
169225,2,3,1
169226,1,2,3
169227,2,1,3
169228,1,2,3
169229,3,2,1
169230,2,3,1
169231,2,3,1
169232,2,3,1
169233,2,3,1
169234,1,2,3
169235,2,1,3
169236,3,2,1
169237,3,2,1
169238,1,3,2
169239,3,2,1
169240,3,2,1
169241,3,1,2
169242,3,1,2
169243,1,2,3
169244,1,3,2
169245,3,1,2
169246,2,3,1
169247,2,1,3
169248,2,1,3
169249,1,3,2
169250,2,1,3
169251,2,1,3
169252,3,1,2
169253,2,3,1
169254,1,2,3
169255,3,1,2
169256,2,1,3
169257,3,1,2
169258,1,3,2
169259,1,3,2
169260,2,1,3
169261,1,3,2
169262,2,3,1
169263,3,2,1
169264,2,1,3
169265,3,1,2
169266,1,2,3
169267,3,2,1
169268,1,2,3
169269,2,1,3
169270,1,2,3
169271,2,1,3
169272,2,3,1
169273,2,3,1
169274,3,1,2
169275,1,2,3
169276,3,2,1
169277,2,3,1
169278,2,1,3
169279,2,1,3
169280,2,1,3
169281,3,1,2
169282,1,2,3
169283,2,3,1
169284,2,3,1
169285,3,1,2
169286,1,3,2
169287,3,2,1
169288,1,3,2
169289,2,1,3
169290,3,2,1
169291,3,2,1
169292,1,3,2
169293,1,3,2
169294,3,1,2
169295,2,1,3
169296,1,2,3
169297,3,2,1
169298,1,3,2
169299,3,2,1
169300,1,2,3
169301,3,2,1
169302,2,3,1
169303,2,3,1
169304,3,1,2
169305,2,3,1
169306,2,1,3
169307,2,3,1
169308,1,3,2
169309,3,2,1
169310,2,3,1
169311,1,3,2
169312,2,3,1
169313,1,2,3
169314,2,1,3
169315,2,1,3
169316,3,2,1
169317,2,3,1
169318,2,3,1
169319,2,3,1
169320,1,3,2
169321,2,3,1
169322,3,1,2
169323,2,1,3
169324,1,2,3
169325,2,3,1
169326,3,2,1
169327,2,1,3
169328,1,3,2
169329,3,1,2
169330,3,2,1
169331,3,1,2
169332,3,1,2
169333,3,1,2
169334,2,1,3
169335,1,2,3
169336,1,3,2
169337,1,3,2
169338,2,3,1
169339,1,2,3
169340,3,2,1
169341,3,2,1
169342,2,3,1
169343,1,3,2
169344,3,1,2
169345,3,1,2
169346,1,3,2
169347,3,1,2
169348,2,1,3
169349,2,1,3
169350,2,3,1
169351,1,2,3
169352,1,2,3
169353,2,1,3
169354,3,2,1
169355,3,2,1
169356,1,3,2
169357,1,3,2
169358,3,1,2
169359,3,2,1
169360,3,2,1
169361,3,1,2
169362,3,2,1
169363,2,3,1
169364,2,1,3
169365,3,1,2
169366,1,2,3
169367,1,3,2
169368,1,2,3
169369,3,1,2
169370,1,3,2
169371,2,1,3
169372,1,3,2
169373,2,1,3
169374,1,2,3
169375,3,2,1
169376,1,3,2
169377,3,2,1
169378,3,1,2
169379,1,2,3
169380,2,3,1
169381,2,3,1
169382,3,2,1
169383,3,2,1
169384,2,1,3
169385,1,3,2
169386,2,3,1
169387,1,2,3
169388,3,1,2
169389,3,2,1
169390,3,2,1
169391,1,3,2
169392,1,3,2
169393,1,2,3
169394,2,1,3
169395,2,1,3
169396,1,2,3
169397,3,2,1
169398,1,2,3
169399,1,3,2
169400,2,1,3
169401,1,3,2
169402,1,2,3
169403,2,3,1
169404,2,3,1
169405,1,3,2
169406,3,2,1
169407,1,3,2
169408,3,1,2
169409,1,2,3
169410,1,3,2
169411,3,1,2
169412,2,1,3
169413,1,3,2
169414,2,1,3
169415,1,3,2
169416,3,2,1
169417,2,3,1
169418,2,3,1
169419,3,1,2
169420,2,3,1
169421,1,3,2
169422,2,1,3
169423,1,3,2
169424,1,2,3
169425,2,1,3
169426,2,3,1
169427,1,3,2
169428,1,3,2
169429,3,1,2
169430,3,1,2
169431,2,1,3
169432,2,3,1
169433,2,1,3
169434,1,2,3
169435,2,1,3
169436,2,1,3
169437,1,2,3
169438,3,1,2
169439,3,1,2
169440,3,1,2
169441,3,1,2
169442,2,1,3
169443,2,3,1
169444,2,1,3
169445,1,3,2
169446,3,2,1
169447,1,2,3
169448,1,3,2
169449,3,2,1
169450,1,2,3
169451,3,1,2
169452,3,1,2
169453,2,3,1
169454,1,2,3
169455,3,1,2
169456,2,3,1
169457,1,2,3
169458,3,2,1
169459,3,1,2
169460,3,1,2
169461,2,3,1
169462,3,1,2
169463,3,2,1
169464,2,1,3
169465,2,3,1
169466,3,2,1
169467,1,3,2
169468,2,3,1
169469,3,1,2
169470,2,1,3
169471,3,2,1
169472,3,2,1
169473,1,2,3
169474,1,2,3
169475,1,2,3
169476,1,3,2
169477,3,1,2
169478,2,1,3
169479,3,2,1
169480,2,3,1
169481,3,2,1
169482,3,1,2
169483,1,2,3
169484,1,2,3
169485,3,1,2
169486,3,1,2
169487,2,1,3
169488,2,3,1
169489,2,1,3
169490,2,3,1
169491,3,1,2
169492,3,2,1
169493,3,2,1
169494,2,3,1
169495,1,2,3
169496,1,2,3
169497,1,2,3
169498,3,1,2
169499,2,3,1
169500,1,2,3
169501,2,3,1
169502,2,3,1
169503,2,1,3
169504,1,2,3
169505,2,1,3
169506,3,1,2
169507,2,1,3
169508,2,1,3
169509,3,2,1
169510,1,2,3
169511,1,2,3
169512,1,3,2
169513,2,3,1
169514,1,2,3
169515,1,3,2
169516,2,3,1
169517,3,1,2
169518,1,3,2
169519,3,2,1
169520,3,1,2
169521,2,3,1
169522,3,2,1
169523,1,3,2
169524,1,2,3
169525,3,2,1
169526,2,1,3
169527,2,1,3
169528,1,2,3
169529,2,1,3
169530,2,3,1
169531,2,3,1
169532,2,3,1
169533,1,2,3
169534,2,3,1
169535,2,1,3
169536,1,2,3
169537,1,3,2
169538,2,3,1
169539,3,1,2
169540,2,1,3
169541,1,2,3
169542,2,1,3
169543,1,3,2
169544,3,1,2
169545,3,2,1
169546,3,1,2
169547,3,2,1
169548,3,2,1
169549,3,2,1
169550,3,2,1
169551,1,3,2
169552,1,3,2
169553,2,1,3
169554,1,2,3
169555,2,1,3
169556,1,2,3
169557,1,2,3
169558,1,2,3
169559,3,2,1
169560,3,2,1
169561,3,1,2
169562,3,2,1
169563,1,2,3
169564,1,2,3
169565,1,2,3
169566,3,1,2
169567,1,2,3
169568,3,1,2
169569,2,1,3
169570,3,2,1
169571,2,1,3
169572,2,3,1
169573,3,1,2
169574,1,2,3
169575,2,3,1
169576,2,3,1
169577,3,2,1
169578,2,3,1
169579,3,1,2
169580,2,3,1
169581,2,1,3
169582,1,2,3
169583,3,2,1
169584,3,2,1
169585,3,1,2
169586,3,1,2
169587,2,3,1
169588,3,2,1
169589,3,1,2
169590,2,3,1
169591,1,3,2
169592,3,1,2
169593,3,1,2
169594,3,1,2
169595,3,2,1
169596,3,1,2
169597,1,2,3
169598,1,2,3
169599,1,3,2
169600,1,3,2
169601,2,3,1
169602,1,3,2
169603,2,3,1
169604,3,1,2
169605,3,1,2
169606,3,2,1
169607,1,3,2
169608,1,2,3
169609,1,2,3
169610,2,3,1
169611,1,3,2
169612,3,1,2
169613,3,1,2
169614,1,3,2
169615,2,3,1
169616,3,2,1
169617,2,3,1
169618,1,2,3
169619,1,2,3
169620,3,2,1
169621,3,1,2
169622,2,3,1
169623,3,1,2
169624,1,2,3
169625,3,2,1
169626,3,2,1
169627,3,2,1
169628,3,2,1
169629,1,3,2
169630,2,1,3
169631,2,3,1
169632,3,2,1
169633,1,3,2
169634,1,2,3
169635,2,3,1
169636,3,1,2
169637,1,2,3
169638,3,1,2
169639,3,1,2
169640,2,3,1
169641,1,3,2
169642,2,1,3
169643,3,2,1
169644,2,3,1
169645,2,3,1
169646,3,2,1
169647,3,1,2
169648,2,3,1
169649,2,3,1
169650,3,1,2
169651,1,2,3
169652,2,1,3
169653,3,2,1
169654,1,3,2
169655,3,1,2
169656,1,3,2
169657,2,3,1
169658,2,3,1
169659,3,2,1
169660,1,3,2
169661,3,1,2
169662,3,2,1
169663,3,1,2
169664,2,1,3
169665,3,2,1
169666,3,2,1
169667,1,2,3
169668,2,1,3
169669,1,3,2
169670,2,3,1
169671,2,1,3
169672,3,1,2
169673,1,3,2
169674,3,1,2
169675,1,2,3
169676,3,1,2
169677,3,2,1
169678,3,1,2
169679,2,1,3
169680,3,2,1
169681,1,3,2
169682,3,1,2
169683,3,2,1
169684,2,1,3
169685,3,1,2
169686,2,1,3
169687,1,3,2
169688,1,3,2
169689,2,1,3
169690,2,3,1
169691,2,3,1
169692,1,3,2
169693,2,1,3
169694,2,1,3
169695,1,3,2
169696,3,1,2
169697,1,2,3
169698,3,1,2
169699,2,3,1
169700,2,3,1
169701,3,1,2
169702,1,2,3
169703,2,3,1
169704,2,3,1
169705,2,1,3
169706,2,1,3
169707,3,2,1
169708,1,2,3
169709,2,3,1
169710,1,3,2
169711,2,1,3
169712,3,1,2
169713,3,2,1
169714,3,1,2
169715,2,3,1
169716,3,2,1
169717,2,3,1
169718,1,2,3
169719,1,2,3
169720,3,1,2
169721,1,2,3
169722,2,3,1
169723,2,1,3
169724,1,3,2
169725,1,2,3
169726,2,1,3
169727,3,2,1
169728,1,3,2
169729,3,2,1
169730,1,2,3
169731,3,2,1
169732,3,2,1
169733,1,2,3
169734,1,3,2
169735,2,3,1
169736,2,1,3
169737,2,3,1
169738,1,2,3
169739,2,1,3
169740,2,3,1
169741,1,2,3
169742,1,3,2
169743,2,3,1
169744,1,2,3
169745,2,3,1
169746,1,2,3
169747,2,3,1
169748,1,3,2
169749,1,2,3
169750,2,1,3
169751,2,1,3
169752,1,2,3
169753,2,3,1
169754,3,1,2
169755,3,1,2
169756,2,3,1
169757,1,2,3
169758,2,1,3
169759,2,1,3
169760,1,3,2
169761,2,3,1
169762,2,3,1
169763,3,1,2
169764,1,3,2
169765,3,2,1
169766,2,1,3
169767,2,1,3
169768,2,3,1
169769,2,1,3
169770,3,1,2
169771,3,1,2
169772,2,1,3
169773,2,1,3
169774,3,2,1
169775,1,2,3
169776,2,3,1
169777,2,3,1
169778,2,1,3
169779,2,3,1
169780,3,2,1
169781,3,1,2
169782,2,1,3
169783,1,2,3
169784,1,2,3
169785,3,2,1
169786,3,1,2
169787,2,3,1
169788,2,1,3
169789,2,3,1
169790,3,2,1
169791,2,3,1
169792,3,1,2
169793,2,1,3
169794,2,1,3
169795,3,1,2
169796,3,2,1
169797,3,1,2
169798,1,2,3
169799,2,1,3
169800,1,3,2
169801,2,3,1
169802,2,1,3
169803,3,1,2
169804,2,3,1
169805,3,2,1
169806,2,1,3
169807,1,3,2
169808,1,3,2
169809,3,1,2
169810,2,1,3
169811,3,2,1
169812,1,3,2
169813,1,3,2
169814,3,1,2
169815,2,3,1
169816,3,2,1
169817,1,3,2
169818,2,1,3
169819,2,1,3
169820,1,3,2
169821,1,2,3
169822,1,2,3
169823,2,3,1
169824,2,3,1
169825,2,1,3
169826,2,3,1
169827,2,3,1
169828,1,2,3
169829,3,1,2
169830,1,3,2
169831,1,3,2
169832,2,3,1
169833,2,3,1
169834,3,2,1
169835,2,1,3
169836,3,2,1
169837,3,1,2
169838,1,3,2
169839,2,1,3
169840,2,1,3
169841,3,1,2
169842,3,1,2
169843,1,3,2
169844,2,3,1
169845,1,3,2
169846,3,1,2
169847,3,1,2
169848,1,3,2
169849,2,1,3
169850,3,1,2
169851,2,3,1
169852,3,1,2
169853,3,2,1
169854,1,2,3
169855,3,1,2
169856,2,3,1
169857,2,1,3
169858,2,1,3
169859,1,3,2
169860,1,2,3
169861,1,2,3
169862,3,1,2
169863,1,2,3
169864,3,2,1
169865,2,3,1
169866,1,2,3
169867,1,3,2
169868,1,2,3
169869,2,1,3
169870,1,2,3
169871,3,2,1
169872,1,3,2
169873,3,2,1
169874,1,3,2
169875,1,2,3
169876,2,1,3
169877,1,2,3
169878,2,3,1
169879,2,3,1
169880,2,1,3
169881,1,2,3
169882,2,1,3
169883,3,2,1
169884,3,2,1
169885,1,2,3
169886,3,1,2
169887,3,1,2
169888,2,1,3
169889,3,2,1
169890,1,2,3
169891,3,2,1
169892,2,3,1
169893,3,2,1
169894,2,1,3
169895,1,2,3
169896,1,3,2
169897,2,1,3
169898,3,2,1
169899,3,2,1
169900,3,2,1
169901,2,1,3
169902,1,3,2
169903,2,3,1
169904,2,3,1
169905,2,1,3
169906,2,1,3
169907,3,1,2
169908,1,2,3
169909,2,3,1
169910,1,3,2
169911,1,3,2
169912,2,1,3
169913,3,2,1
169914,1,2,3
169915,1,2,3
169916,1,3,2
169917,2,1,3
169918,2,3,1
169919,3,2,1
169920,2,1,3
169921,2,1,3
169922,2,1,3
169923,1,2,3
169924,3,1,2
169925,3,2,1
169926,3,1,2
169927,3,1,2
169928,3,1,2
169929,3,1,2
169930,2,1,3
169931,2,1,3
169932,3,2,1
169933,1,3,2
169934,2,1,3
169935,3,2,1
169936,1,3,2
169937,3,1,2
169938,3,1,2
169939,3,1,2
169940,2,3,1
169941,1,3,2
169942,2,3,1
169943,2,1,3
169944,2,3,1
169945,1,3,2
169946,2,3,1
169947,2,3,1
169948,2,3,1
169949,2,3,1
169950,3,2,1
169951,1,2,3
169952,3,2,1
169953,1,2,3
169954,3,2,1
169955,1,2,3
169956,3,2,1
169957,2,1,3
169958,2,1,3
169959,1,3,2
169960,3,2,1
169961,2,3,1
169962,2,1,3
169963,3,2,1
169964,1,2,3
169965,3,2,1
169966,2,1,3
169967,1,3,2
169968,1,2,3
169969,2,1,3
169970,1,3,2
169971,3,2,1
169972,1,3,2
169973,3,1,2
169974,3,2,1
169975,2,1,3
169976,1,2,3
169977,2,3,1
169978,3,2,1
169979,1,2,3
169980,3,1,2
169981,1,2,3
169982,1,3,2
169983,1,2,3
169984,1,2,3
169985,1,3,2
169986,1,2,3
169987,1,3,2
169988,3,2,1
169989,2,1,3
169990,1,2,3
169991,2,1,3
169992,1,3,2
169993,1,3,2
169994,1,2,3
169995,1,2,3
169996,2,3,1
169997,2,1,3
169998,1,3,2
169999,2,1,3
170000,1,3,2
170001,1,2,3
170002,2,1,3
170003,1,3,2
170004,2,1,3
170005,2,1,3
170006,1,3,2
170007,2,1,3
170008,1,2,3
170009,1,2,3
170010,3,2,1
170011,2,1,3
170012,2,3,1
170013,2,1,3
170014,1,3,2
170015,3,1,2
170016,3,2,1
170017,3,1,2
170018,1,2,3
170019,2,1,3
170020,3,2,1
170021,1,2,3
170022,3,1,2
170023,1,3,2
170024,3,2,1
170025,1,3,2
170026,2,1,3
170027,3,2,1
170028,3,2,1
170029,3,1,2
170030,3,1,2
170031,1,3,2
170032,1,2,3
170033,1,2,3
170034,3,1,2
170035,1,3,2
170036,2,3,1
170037,1,3,2
170038,3,2,1
170039,3,2,1
170040,2,1,3
170041,2,1,3
170042,2,1,3
170043,2,3,1
170044,2,3,1
170045,2,3,1
170046,2,1,3
170047,1,2,3
170048,1,3,2
170049,2,3,1
170050,2,1,3
170051,2,3,1
170052,3,1,2
170053,1,3,2
170054,1,3,2
170055,3,1,2
170056,2,1,3
170057,2,1,3
170058,3,2,1
170059,3,2,1
170060,3,2,1
170061,3,2,1
170062,3,1,2
170063,3,1,2
170064,1,3,2
170065,1,2,3
170066,2,3,1
170067,2,1,3
170068,3,2,1
170069,2,1,3
170070,3,1,2
170071,3,1,2
170072,1,2,3
170073,2,1,3
170074,3,2,1
170075,1,2,3
170076,2,1,3
170077,2,3,1
170078,3,2,1
170079,2,3,1
170080,3,2,1
170081,2,3,1
170082,1,3,2
170083,2,1,3
170084,3,1,2
170085,3,1,2
170086,1,2,3
170087,1,3,2
170088,1,3,2
170089,2,3,1
170090,2,1,3
170091,3,2,1
170092,1,2,3
170093,1,2,3
170094,1,2,3
170095,3,2,1
170096,2,1,3
170097,1,2,3
170098,3,2,1
170099,2,1,3
170100,1,3,2
170101,1,2,3
170102,2,1,3
170103,2,1,3
170104,1,2,3
170105,1,3,2
170106,2,1,3
170107,1,3,2
170108,3,1,2
170109,3,2,1
170110,1,2,3
170111,1,3,2
170112,2,3,1
170113,1,2,3
170114,1,3,2
170115,3,1,2
170116,2,1,3
170117,1,3,2
170118,1,3,2
170119,2,1,3
170120,2,1,3
170121,3,2,1
170122,2,3,1
170123,1,3,2
170124,3,2,1
170125,3,1,2
170126,2,3,1
170127,3,1,2
170128,3,1,2
170129,3,1,2
170130,2,3,1
170131,2,1,3
170132,3,1,2
170133,1,2,3
170134,3,1,2
170135,3,2,1
170136,2,1,3
170137,1,2,3
170138,1,2,3
170139,2,1,3
170140,2,3,1
170141,3,2,1
170142,3,2,1
170143,1,3,2
170144,3,1,2
170145,3,1,2
170146,1,2,3
170147,1,2,3
170148,3,2,1
170149,2,3,1
170150,3,1,2
170151,3,2,1
170152,3,2,1
170153,2,1,3
170154,3,2,1
170155,1,3,2
170156,3,2,1
170157,1,2,3
170158,2,1,3
170159,1,2,3
170160,1,3,2
170161,2,3,1
170162,1,3,2
170163,1,2,3
170164,3,1,2
170165,3,1,2
170166,2,3,1
170167,1,2,3
170168,2,3,1
170169,2,1,3
170170,3,1,2
170171,3,1,2
170172,1,2,3
170173,1,3,2
170174,2,3,1
170175,1,2,3
170176,2,3,1
170177,2,1,3
170178,1,3,2
170179,2,1,3
170180,3,2,1
170181,1,3,2
170182,1,2,3
170183,3,1,2
170184,3,1,2
170185,2,3,1
170186,3,2,1
170187,1,3,2
170188,3,1,2
170189,1,2,3
170190,2,3,1
170191,2,1,3
170192,3,2,1
170193,2,3,1
170194,2,3,1
170195,3,2,1
170196,1,3,2
170197,1,2,3
170198,2,1,3
170199,1,3,2
170200,3,1,2
170201,2,3,1
170202,3,2,1
170203,3,2,1
170204,3,2,1
170205,1,2,3
170206,2,3,1
170207,3,2,1
170208,2,3,1
170209,3,2,1
170210,3,1,2
170211,1,2,3
170212,3,1,2
170213,2,3,1
170214,3,1,2
170215,3,2,1
170216,2,1,3
170217,3,2,1
170218,1,3,2
170219,2,3,1
170220,1,2,3
170221,2,3,1
170222,1,2,3
170223,3,2,1
170224,1,2,3
170225,1,2,3
170226,3,1,2
170227,1,2,3
170228,3,2,1
170229,1,3,2
170230,1,3,2
170231,1,2,3
170232,1,2,3
170233,1,2,3
170234,3,2,1
170235,1,3,2
170236,1,3,2
170237,3,2,1
170238,3,2,1
170239,2,1,3
170240,3,2,1
170241,1,3,2
170242,1,3,2
170243,3,2,1
170244,2,3,1
170245,1,3,2
170246,2,3,1
170247,3,2,1
170248,1,3,2
170249,2,1,3
170250,2,1,3
170251,3,2,1
170252,3,1,2
170253,1,3,2
170254,1,3,2
170255,3,2,1
170256,2,3,1
170257,3,1,2
170258,3,1,2
170259,2,1,3
170260,3,1,2
170261,1,2,3
170262,2,1,3
170263,1,3,2
170264,3,2,1
170265,1,3,2
170266,3,1,2
170267,2,1,3
170268,2,1,3
170269,1,3,2
170270,2,3,1
170271,2,1,3
170272,1,3,2
170273,3,1,2
170274,2,1,3
170275,3,2,1
170276,3,2,1
170277,2,3,1
170278,3,2,1
170279,2,1,3
170280,2,1,3
170281,2,1,3
170282,2,1,3
170283,1,3,2
170284,3,2,1
170285,1,2,3
170286,3,2,1
170287,2,3,1
170288,2,3,1
170289,1,2,3
170290,1,2,3
170291,3,2,1
170292,2,1,3
170293,3,2,1
170294,2,3,1
170295,1,2,3
170296,2,1,3
170297,1,3,2
170298,2,1,3
170299,3,1,2
170300,1,2,3
170301,1,2,3
170302,3,1,2
170303,3,1,2
170304,1,3,2
170305,1,3,2
170306,3,2,1
170307,1,2,3
170308,3,1,2
170309,3,1,2
170310,1,2,3
170311,1,2,3
170312,1,3,2
170313,3,1,2
170314,2,1,3
170315,3,1,2
170316,2,3,1
170317,2,1,3
170318,3,1,2
170319,2,1,3
170320,1,3,2
170321,3,1,2
170322,1,2,3
170323,2,3,1
170324,2,3,1
170325,3,1,2
170326,2,3,1
170327,2,1,3
170328,1,2,3
170329,2,3,1
170330,3,1,2
170331,3,2,1
170332,2,3,1
170333,2,3,1
170334,1,2,3
170335,1,3,2
170336,3,2,1
170337,1,2,3
170338,2,1,3
170339,3,1,2
170340,1,3,2
170341,1,3,2
170342,3,1,2
170343,1,3,2
170344,3,2,1
170345,3,1,2
170346,2,3,1
170347,1,2,3
170348,1,3,2
170349,3,1,2
170350,3,2,1
170351,1,3,2
170352,1,3,2
170353,2,1,3
170354,1,3,2
170355,1,2,3
170356,3,2,1
170357,3,1,2
170358,1,3,2
170359,1,3,2
170360,3,1,2
170361,3,1,2
170362,1,3,2
170363,1,2,3
170364,3,1,2
170365,1,2,3
170366,3,1,2
170367,1,3,2
170368,3,2,1
170369,1,3,2
170370,1,3,2
170371,3,1,2
170372,3,1,2
170373,3,2,1
170374,2,3,1
170375,1,2,3
170376,2,1,3
170377,2,1,3
170378,3,2,1
170379,3,2,1
170380,2,1,3
170381,2,3,1
170382,1,3,2
170383,2,1,3
170384,2,1,3
170385,1,2,3
170386,3,1,2
170387,2,3,1
170388,1,2,3
170389,1,3,2
170390,1,2,3
170391,1,3,2
170392,3,1,2
170393,2,3,1
170394,3,1,2
170395,3,1,2
170396,1,2,3
170397,3,1,2
170398,1,3,2
170399,2,3,1
170400,3,1,2
170401,1,3,2
170402,3,1,2
170403,2,1,3
170404,2,3,1
170405,2,3,1
170406,2,3,1
170407,2,3,1
170408,2,1,3
170409,3,1,2
170410,2,3,1
170411,2,1,3
170412,2,3,1
170413,3,2,1
170414,2,1,3
170415,3,1,2
170416,3,1,2
170417,1,3,2
170418,3,2,1
170419,1,3,2
170420,3,1,2
170421,2,3,1
170422,2,3,1
170423,2,1,3
170424,1,2,3
170425,2,1,3
170426,3,1,2
170427,2,1,3
170428,3,2,1
170429,1,2,3
170430,3,2,1
170431,2,3,1
170432,2,3,1
170433,1,3,2
170434,3,2,1
170435,1,3,2
170436,3,1,2
170437,1,3,2
170438,3,1,2
170439,1,2,3
170440,1,2,3
170441,2,1,3
170442,1,2,3
170443,1,3,2
170444,3,2,1
170445,2,1,3
170446,2,1,3
170447,1,3,2
170448,2,1,3
170449,1,3,2
170450,2,3,1
170451,1,2,3
170452,1,2,3
170453,1,2,3
170454,3,2,1
170455,3,1,2
170456,2,3,1
170457,3,1,2
170458,1,2,3
170459,2,1,3
170460,1,3,2
170461,3,1,2
170462,2,1,3
170463,3,1,2
170464,2,3,1
170465,3,1,2
170466,3,2,1
170467,2,1,3
170468,3,1,2
170469,3,2,1
170470,2,3,1
170471,1,3,2
170472,2,1,3
170473,2,3,1
170474,1,3,2
170475,1,2,3
170476,3,1,2
170477,1,2,3
170478,1,3,2
170479,2,3,1
170480,3,1,2
170481,3,1,2
170482,2,1,3
170483,3,1,2
170484,1,3,2
170485,1,3,2
170486,2,1,3
170487,1,2,3
170488,2,3,1
170489,1,2,3
170490,1,3,2
170491,1,3,2
170492,1,2,3
170493,1,3,2
170494,3,1,2
170495,1,2,3
170496,1,3,2
170497,3,1,2
170498,3,2,1
170499,3,2,1
170500,1,2,3
170501,3,2,1
170502,1,2,3
170503,2,3,1
170504,2,3,1
170505,2,1,3
170506,2,3,1
170507,1,2,3
170508,2,3,1
170509,2,3,1
170510,2,1,3
170511,1,3,2
170512,2,3,1
170513,3,2,1
170514,1,3,2
170515,3,1,2
170516,3,1,2
170517,1,2,3
170518,2,1,3
170519,3,1,2
170520,1,3,2
170521,2,3,1
170522,2,3,1
170523,2,3,1
170524,2,1,3
170525,3,1,2
170526,2,1,3
170527,1,3,2
170528,2,1,3
170529,1,3,2
170530,2,1,3
170531,2,3,1
170532,2,3,1
170533,2,1,3
170534,3,2,1
170535,2,3,1
170536,3,1,2
170537,2,1,3
170538,1,3,2
170539,1,3,2
170540,1,2,3
170541,1,2,3
170542,2,3,1
170543,3,1,2
170544,3,2,1
170545,2,3,1
170546,3,1,2
170547,3,1,2
170548,2,3,1
170549,3,2,1
170550,2,1,3
170551,2,3,1
170552,3,2,1
170553,2,3,1
170554,1,2,3
170555,1,3,2
170556,3,1,2
170557,2,3,1
170558,1,3,2
170559,3,1,2
170560,3,1,2
170561,2,3,1
170562,2,3,1
170563,1,3,2
170564,3,1,2
170565,3,1,2
170566,2,1,3
170567,1,3,2
170568,3,2,1
170569,3,1,2
170570,3,2,1
170571,2,1,3
170572,2,1,3
170573,2,1,3
170574,2,1,3
170575,2,1,3
170576,2,3,1
170577,1,2,3
170578,3,1,2
170579,3,1,2
170580,2,3,1
170581,2,3,1
170582,2,3,1
170583,1,3,2
170584,2,3,1
170585,3,2,1
170586,1,2,3
170587,3,2,1
170588,3,2,1
170589,1,2,3
170590,3,1,2
170591,1,3,2
170592,3,1,2
170593,2,1,3
170594,1,2,3
170595,2,3,1
170596,1,2,3
170597,3,2,1
170598,3,1,2
170599,3,1,2
170600,3,1,2
170601,2,3,1
170602,3,1,2
170603,1,3,2
170604,2,1,3
170605,2,1,3
170606,2,3,1
170607,3,2,1
170608,2,1,3
170609,2,3,1
170610,2,3,1
170611,2,1,3
170612,3,1,2
170613,2,3,1
170614,1,2,3
170615,1,2,3
170616,2,1,3
170617,3,1,2
170618,3,1,2
170619,2,3,1
170620,1,3,2
170621,2,3,1
170622,3,2,1
170623,2,3,1
170624,2,3,1
170625,2,3,1
170626,1,2,3
170627,2,1,3
170628,2,1,3
170629,2,1,3
170630,3,2,1
170631,3,1,2
170632,1,2,3
170633,3,2,1
170634,1,3,2
170635,1,2,3
170636,1,3,2
170637,2,3,1
170638,2,3,1
170639,3,1,2
170640,1,2,3
170641,1,2,3
170642,2,1,3
170643,3,2,1
170644,1,3,2
170645,3,1,2
170646,2,3,1
170647,3,1,2
170648,1,2,3
170649,2,1,3
170650,3,2,1
170651,1,2,3
170652,2,1,3
170653,3,2,1
170654,2,3,1
170655,3,1,2
170656,3,2,1
170657,3,1,2
170658,1,2,3
170659,2,3,1
170660,1,3,2
170661,1,2,3
170662,1,3,2
170663,3,1,2
170664,1,3,2
